#gfortran, solve, 50 equations per image
1 0.004 0.0005 
2 0.3775 0.0435
3 0.483 0.007
4 0.527 0.010
5 0.559 0.012
6 0.581 0.028
7 0.6225 0.0115
8 0.642 0.016
