#gfortran, factor, 50 equations per image
1 0.016 0.001
2 0.4265 0.0225
3 0.534 0.007
4 0.5915 0.0115
5 0.6535 0.0105
6 0.683 0.015
7 0.7325 0.0105
8 0.7545 0.0145

