#NAG, 50 equations per image
1 0.062 0.009
2 0.3315 0.0405
3 0.755 0.068
4 1.109 0.129
5 1.4665 0.0905
6 1.8365 0.0505
7 2.1445 0.0425
8 2.5245 0.0265
