#nag, solve, 50 equations per image
1 0.020 0.000
2 0.0945 0.0085
3 0.152 0.004
4 0.1975 0.0015
5 0.2085 0.0045
6 0.2205 0.0025
7 0.2345 0.0025
8 0.250 0.002

